"COMPETITOR NAMES, as at 9:21AM on Tuesday 9th"
DAY 1: Friday 23rd January 2026
Race,Time,Event #,Event Type,Round,Division,Names
59 (G),11:33,17,M Clb 4+,heat,2,"Tyler Warren, Conor Irwin, Finn Thompson, Jake Peacocke, Freddy Abeysekera, Henry Robinson, Toby Brook, Jude Rumball-Smith, Loki Sparksman, Noam Phillips, Kenai Toni, Sam Overdevest, Cooper Watt, Nathan Moore, Benjamin Cattle, Leo Sargent, Oscar Lowe, Oliver Dedding, Liam Dowling, Matthew Self, Peter Browne, Rory McKenzie, Will Kale, James Muir, Oscar Mckenzie, Max Derecourt-Huxford, Ritchie Mabey, James Riley, Lewis Cameron, Yen-Cheng Lee, Liam Jefferys, Benna Webster, Christopher Dyer, Mitchell Kilmister, Kaitoo Walker"
60 (H),11:37,18,M Int 8+,heat,1,"Max Colley, James Small, Torsten Jones, Tommy Sutherland, James Lerwill, Ethan Ward, Ned Thursby, Henry Ellwood, Hugh McConnell, Kaydin Shutes, Maxwell Yu, Joshua Jolly, Lachlan McLellan, Charles Duncan, Daniel Walkinshaw, Arvin Rafiee, Henry Gibson, Walter Briggs, Hugo Colgan, Olaf Hanson, Valentine Croon, Sam Lock, Lachlan McFarlane, Daniel Wu, Tommy Schluter, Marco Horton, Sasha Stephens, Matthew Morelli, Lucas Zhang, Andrew Findlay, James Legallais, Max Sutton, Seth Travers, Zachary Hood, Samuel Murray, Harish Dulipkumar, William McKellar, Zavier Linstrom, Jack Pitkin, Lachlan Wong, Harry Davies, Samuel Peacocke, Marc Hocken, Thomas Hulbert, Rex Zhao, James McBride, Nate Dwyer, Liam Martin, Blake Kelly, Blair Paterson, Toby Wheeler, Xavier Roshan, Sam Randle, Rueben de La Rosa, Caleb Jaensch, Max Thorpe, Tuputau Setoga-Tuala, Liam Bethell, James Walsh, Jack Liggins, Timothy Walker, Arlo Brathwaite, Harry Wilcox, Caleb Jaensch, Max Thorpe, Tuputau Setoga-Tuala, Leo Williams, James Walsh, Jack Liggins, Timothy Walker, Arlo Brathwaite, Harry Wilcox, Dylan Brangwynne, Jake Wickham, James Jordan, Luke Reymer, Ethan Clausen, Ashton Russell, Kale Ganley, James Heap, Charlie Seath"
61 (I),11:41,18,M Int 8+,heat,2,"Arthur White, Levi Alexander, Zac Ogg, Warner King, Jack Stephens, Fili Setima Autagavaia, William Collins, McQuade Ingram, Beau Zonneveld, Charlie Cropper, Oscar Verry, William Griffin, Ashton Bell, Noah Layton, Angus Lovell, Charlie MacIntyre, Jonty MacIntyre, Charlie Scott, Frederick Dryden, Taylor Kijowski, Jack Morris, Hamish Edmonds, James Yeoman, Patrick Sandlant, Oscar Eriksen, Benson Edwards, Sammie Richardson, Jason Lee, Theo Conley, Magnus Ross, Denny Janif-Skelton, Thomas Goodfellow, Henry Maberly, Xinhao Zhang, Guy Smith, Jayden Chen, Flynn Powar, Aidan Taylor, Aidan Tod, Callum McRobbie, Cameron White, Quinn Hookway, Mattias Tafto, Johan Joubert, Owain Brett-Chinnery, Flynn Powar, Aidan Taylor, Aidan Tod, Callum McRobbie, Cameron White, Lachlan Reader, Mattias Tafto, Johan Joubert, Owain Brett-Chinnery, Noah Stoddard, Lucas Toemen, Harry Steel, Conrad House, Caleb Goad, Patrick McGhie, Harvey Greenstreet, Harley Evans, Hugo Friis, George Gilbertson, Van Healy, Eli Falconer, Guy Fitzgerald, Ben Fredericksen, Toby Dixon, Charlie Devane, Kupa Gardner, Angus Wilson"
62 (J),11:45,19,M Prm 2-,heat,1,"Harry Fitzpatrick, Joshua Vodanovich, Ryan Gass, Charles Beale, Alex King, Freddie Eadie, Logan Turrall, Nathan Kini, Joshua Gordon, Arie Magasiva"
63 (K),11:49,19,M Prm 2-,heat,2,"Campbell Crouch, Ben Taylor, Jack Cooper, Alex Fletcher, Zackary Rumble, Fred Vavasour, Jack Buckley, George Langley"
64 (L),11:53,20,W Prm 2-,prelim,1,"Shakira Mirfin, Juliette Lequeux, Lucy Burrell, Alice Fahey, Kate Haines, Alana Sherman, Isla Blake, Ella Cossill, Isobel Eliadis-Watson, Katie Lush, Jenna-Lee Markgraaff, Frances Casey, Pippa Dixon, Ellyce Smith"
65 (M),11:57,21,M Snr 2X,heat,1,"Marcus Downie, Callum Booth, Lachlan Murphy, Gus Weir, Harry Febery, Jameson McConnochie, Nathan Strachan, Ash Schutz, Jake Newton, Eli Kuehne, Sam Williams, Oliver Kohlhase, Finn Pethers-Boak, Lochlan Rose"
66 (N),12:01,21,M Snr 2X,heat,2,"Blake Cooper, Corben Campbell, James Hollard, Luke Berquist, Max Clausen, Tyler Tretheway, Clayton Potts, Liam Cox, Jayden King, Jasper Maling, Joseph Dudson, Nicky Maxim"
67 (O),12:05,22,W Snr 2X,prelim,1,"Angalla Carney, Tegan O'Dwyer, Holly Hodgson, Jordyn Curran, Tessa Thomson, Olivia Martin, Jasmine Brake, Holly Chaafe, Olive Strahan, Robyn van Dijk, Jemima Glaholm, Kate Stewart, Sarah Ritchie, Megan Ritchie"
68 (P),12:09,23,W Int 8X+,heat,1,"Maia Gentil, Poppy Gentil, Jessie Zhang, Megan Chen, Grace Li, Ruby Barker, Vittoria Haworth, Anoushka Haworth, Sage Launder-Upton, Carmela Arreseigor, Hannah Revell, Taylor Boyd, Honor Bourke, Jules Brabants, Reyd Fannin, Maddie Dennis-Wolf, Georgina Wilson, Chelsea Smart, Molly Dennis, Billie McAsey, Siena Southall, Tiia Cooke, Layla Ware, Ashlee Walden, Pippa Ryder, Sophia Candy, Sophie Paton, Eleanor Hewer, Lily Camp, Myiah Dudson, Millie Richardson, Dulcie-Jean Paikea, Sophia Su'a, Dempsey Schicker, Lily Newton, Grace Hintz, Mila Kohlhase, Lucy Cameron, Emma Prendergast, Alara Thomson, Elissa Strohmeier, Isabella Stewart, Francie O'Sullivan, Cassie Colbourne, Cadyn Herbert, Isla Barrett, Florence Beauchamp, Grace Cagney Potts, Chloe Moseley, Tassi Grenfell, Mackenzie Wagon, Elsi Carryer, Amelia Moy, Hannah Skelton, Mary Sinclair, Hayley Henwood, Clover MacDonald, Stella Rayner, Laura Barton, Zara Hargreaves, Lily Hayward, Camryn Brownlee, Katherine Phillips, Lucy Forrest, Olivia Brown, Alice Varey, Ella Papworth, Malia Cousins, Ruby Jefferson, Alexia Mackay, Amy Symons, Isabel Mckenzie"
69 (Q),12:13,23,W Int 8X+,heat,2,"Katie Conroy, Lola Verran, Poppy Hawkins, Ava Probst, Alek Rigby, Beatrix Day, Isabel Peacocke, Phoebe Hawkes, Zara Travers, Katie Conroy, Lola Verran, Allegra Smith, Ava Probst, Alek Rigby, Beatrix Day, Isabel Peacocke, Phoebe Hawkes, Zara Travers, Josephine Peacocke, Milana van Dyk, Jordan Vosper, Faye Yao, Maggie Shaw, Marin Sapir, Lucy Ball, Ashleigh Blake, Lauren Reeve, Sienna Willing, Naomi Lukic, Ruby Lukic, Rebecca Klatt, Quinn Robinson, Zara Cameron, Kayla Peters, Tiffany Robinson, Emily Tod, Georgie Gee, Milla Reid, Heidi Gundersen, Lily Cameron, Francesca Romersa, Paige van Dijk, Emma Hellberg, Evelyn Hawke, Olivia Shefferd, Elena Newman-Jacobs, Megan Sherrard, Eve Singleton, Jade Davies, Cobie Middleton, April McGivern, Ruby McGivern, Callie Gardner, Samy Luckie, Isabella Ware, Annabel Smith, Hazel Sargent, Jenna Robinson, Millie Skilton, Hannah Gordon, Emilia Hughes, Mia McKendry, Ava Fredericks, Madeline Hilder, Zara Daw, Olive Hunter, Sienna Anderson, Sarbia Gardner, Maebh Loveridge, Amelia MacKenzie, Miller Ashley, Kate Miller"
70 (R),12:18,24E,M #2 Nov 4X+,heat,1,"Quinn Tollen, Nathan Harrison, Cooper Ward-Allen, Frank Smith, Finn Ganley, Samuel Grover, Henry Brown, George Taucher, Tom Squires, Hunter Taylor, Jasper Rowe, Jake Findlay, Alex Lamb, James Dedding, James White, Mackinley Knauf, Beau Suisted, Henry Rushbrooke, Joshua Stapel, Toby Miller, Zachary Gustofson, Jacob Manukau, Harry Fraser, Finn O'Brien, Thomas Rooney White"
71 (S),12:23,24E,M #2 Nov 4X+,heat,2,"John Dodds, William Hartgill, Joey Haywood, Henry Cato, Tristan Theron, Immanuel Malo, Finn Marshall, Urban Reiteter, Oliver Williamson, William Familton, Toby Bedford, Hugo Smith, Shiran Li, Encheng Liu, James Hochwimmer, Luka Foley, Liam Lonsdale, Harris Chaney, Conner Huitema, Eva Millar"
72 (T),12:28,24E,M #2 Nov 4X+,heat,3,"Claude Kelly, Oliver Llodra, Ollie Bonifant, Ryusei Tsuru, Kaito Tsuru, Salvador Mazzieri, Luca Kuehne, Jake Buxton, Zack Newton, Awatea Tutaki, Flynn Rowlands, Dominik Hepi, Lev Tereshchenko, Hudson Morgan, Dominik Polomka, Campbell McLellan, Ryan Jing Cheng Zhao, Joshua Beguely, Aiqi Lu, Okitha Pandigama"
73 (U),12:33,25,M Nov 4X+,heat,1,"Julian Pedersen, Sam Morahan, Sol Hutchinson, Mason Kemp, Mauri Crompton, Wolfe Bayvel, Cooper Phillips, Magnus Ross, Philip Petrovski, Blake Davies, Lachlan Sutherland, Rico Ivamy, Harper Faire-Barlow, Alaric Bulling, Jonty Waites, Grady O'Sullivan, Blake Sheely, Oscar Keller, Tom Crowley, Mason Seator, Sam Ryan, Zeke Barsanti, Dylan Gundersen, Theo Jones, Marcus Coatsworth, Thomas Hunt, Jack Brandts-Giesen, Jack Peters, Will Vaughan, Liam Lawrence"
74 (V),12:38,25,M Nov 4X+,heat,2,"Emlyn Bridges, Luca Paoli, Maximilian Reynolds, Nicholas Fail, Benji Peters, Daniel Wettasinghe, Lucian Prescott Park, Cayden Elvin, Hamish Ball, Asha Reid, Jacob Hodgson, Flynn Peters, Elliot Peters, Elijah Kenny, Xanu van der Bank, Hunter O'Brien, Jock Scott, Caleb Gerring, Fergus Gardner, Jade Noonan, Liam Granger, Jonty McMullan, Jackson Crawford, Sam Stewart, Mia Beavan, Oliver Gesterkamp Young, Zack Walker, Caleb Perry, Lenox Hay-Vega, Aston Young"
75 (W),12:43,25,M Nov 4X+,heat,3,"Mason Bryant, Gennaro Kalaniuvalu Fotofili, Roman Hanif, Markos Huljich, Steven Lu, Eli Ah Ping, Joseph Langley, Benson Watt, Liam Coutts, Braxton Klenner, Miles Smith, Freddy Gordon, Matthew Gilbert, Sam Priscott, Alexander Galbraith, Callum Morgan, Jacob Larsen, David Strobel, Milo Weber, Morgan Wood, Harry Kain, Ephram Tito, Aubrey Bircham, Cruz Reid, Boaz Tito, Ben Russell, Dehan Otto, Harrisen Eustace, Zac Fitness, Bruno Follett"
76 (X),12:48,25,M Nov 4X+,heat,4,"William Dobbs, Finn Maling, Corban Dyer, Ethan Winson, Sarah Williams, Antoine Ellis, Scott Novak, Toby Kleinsman Leusink Hill, Aidan Patterson, Georgia Morris, Julian Cardinal, Jonty Putwain, Kirwan Penny, Jason Hughes, Dylan Penny, Callum Dedding, Louis Stokes, Troyden Thompson, Sam Feather, Ryder Greaves, Connor O'Neill, Levi Campbell, Gus Myhre, Henry Wigram, Ollie Moy"
77 (Y),12:53,25,M Nov 4X+,heat,5,"Samuel Richardson, Samuel Schofield, Edward Stoddard, Alex Schultz, Trixie Walker, Samuel Richardson, Samuel Schofield, Edward Stoddard, Oliver Gesterkamp Young, Trixie Walker, Blake Taylor, William Taylor, George Lieshout, Lukas Tafto, Isla Brett-Chinnery, Thomas Costar, Dongcheng Liu, Kiran de Almeida, Leo Williams, Martan Denton, Leo Smith, Rhys Griffiths, Tommy Ackerley, Oliver Winter, Sam Rowse, Flynn Sutton, Tommy Peters, Flynn Wansbrough, Max Hema, Nico Schuitemaker"
78 (Z),12:58,25,M Nov 4X+,heat,6,"Noah Askin, Robert Hazeldine, Wiremu Ruru, Tom Mogg, Archie Graham, Lachlan Mead, Cullen Li, Brayden Scott, Pearce Tong, Cooper Swap, Tom Kirton, Quentin Kaussen, Luca Sorsa, Augustine Hayes, Hristo Hayes, Tyler Dalton, Kurt Dolden, Albert Oldershaw, Damon Birkett, Lily Downey, Balazs Bendeguz Perfalvi, Jacob Aveyard, Marley Taufa, Wesley Stark, Jessica Greaney"
79 (A),13:02,26,W Clb 4X-,heat,1,"Zoey Kung, Poppy Clarke, Awatea Wallace, Ella Wellington, Casey-Lee Baker, Asarina Johnson, Tessa Chappell, Maiara Moimoi, Lucy Cottier, Emily Young, Zara Blackie, Paige Tevita-Williams, Brittany Smith, Amanda Badger, Milan Teinakore, Jasmine Brake, Bella Neale, Grace Farrell, Ashley Pryor, Lucy Gaston, Tana Godfrey, Lola Eilering, Grace Lasenby, Siina Cooke, Ayla Rowe, Grace Iremonger, Paula Lecic Bonnichsen, Ayla Scott"
80 (B),13:06,26,W Clb 4X-,heat,2,"Corbin Radford, Georgia Kendrick, Arielle Smith, Lily Johnson, Annabel Shaw, Frances Hazeldine, Jasmine Sieber, Emily Mogg, Catherine McIver, Anahera Hawke, Nachalah Smith, Sophie Harrison, Caralie Hanna, Olive Strahan, Ruby Bullock, Addison Jenkins, Maddie Wellington, Lola Storey, Gracie Marshall-McCaskey, Ruhi Powdrell, Elizabeth Sharp, Kameron Price, Xanthe Hedley, Alexis Moody"
81 (C),13:10,27,W Clb 4X+,heat,1,"Kaitlyn Ross, Miah Porima, Sarah-Kate Nicholas, Mila Williams, Maddie Corles, Cate Kuggeleijn, Olive MacDonald, Mackenzie Lawton, Lily Cameron, Maddy Peacocke, Ada Findlow, Lila Kirke, Alba Erikson, Genevieve Fail, Stella Benton, Hazel Church, Sophia Mason, Polly Hunter, Olivia Carruthers, Mia Haimona-Kay, Ava Clarke, Elsie Carter, Keeley Bannister, Sophie Sayer, Isabel Gilbert, Mya Carrington, Tillie King, Clare Ruston, Bonnie Mason, Max Hindmarsh"
82 (D),13:14,27,W Clb 4X+,heat,2,"Madeleine Worrall, Sofia Glass, Emily Keene, Margot Wilson, Amelia Self, Grace Gainsford, Freya Marr-John, Olivia Ward, Grace Fraser, Atawhai Mills, Alexandra Mason, Beth Dingle, Rose Kennedy, Elise Currie, Cameron George, Zoe Plowman, Jemma Lorch-Church, Danielle Dryden, Frances Ogilvie, Sasha Stephens, Millie Richardson, Bailey Barnett, Sophia Su'a, Dempsey Schicker, Lauren Davies, Maggie Elmiger, Lauren Lamb, Lily McAree, Niamh Watson, Octavia Burns, Willow Pokaia, Cerys Robertson, Ayesha Khan, Mercedes Clement, Libby Hoban"
83 (E),13:18,27,W Clb 4X+,heat,3,"Stella Harrop, Dana Fantom, Pippa Peacocke, Taylor Ewen, Harriet Wilson, Grace Henley, Isabelle Walker, Sophie Cranstone, Emma Bullock, Willem Gilbertson-Small, Poppie Balm, Teana Rangihika, Cerys Brett-Chinnery, Tayler Gibbs, Quinn Farrell, Mila Tallon, Sophia Amey, Emily Pengelly, Tallulah Kubaisi-Gallagher, Jasmin Lands, Thea Mace, Brenna Sammons, Antonia Shaw, Nadia Turner, Zara Morris, Ella-Rose Conder, Amber Alcock, Georgia Opie, Mirella Singleton, Sam Gardiner, Emily Dick, Sophie Priscott, Addison Hewlett, Pippa Forman, Isla Soosay"
84 (F),13:22,28,M Clb 1X,heat,1,"Guy Manson, Josh Massingham, George Wells, Talisman Lloyd, Johno O'Brien, Hamish Perry, Christopher Snyman, Blake Leach, Liam Fox"
85 (G),13:26,28,M Clb 1X,heat,2,"Benjamin Sonntag, Nick Fahey, Corin Brown, Cameron Churchill, Achilles Paikea, Joseph Williams, Johnny Butler, Ollie Wiig, Xavier Simpkins"
86 (H),13:30,28,M Clb 1X,heat,3,"Charlie Price, Sam Harford, Charlie Tallon, Ashton Clark, Alex Fahey, Shaun Snow, Jordan Hallett, Luca Cartwright, Edward Baddeley"
87 (I),13:34,28,M Clb 1X,heat,4,"Jack Hurley, Joshua Wilson, Alexander Sharp, Jack Calcinai, George Nilsson, Brad Salthouse, Karlon Johnson, Caleb Ensil, Merleau Moons"
88 (J),13:38,28,M Clb 1X,heat,5,"James Hayes, Dylan van Mil, Carlos Bramwell, Atanas Alipiev, Alex Laurenson, Josh Cassidy, Jack Jenkins, Vaughn Cameron"
89 (K),13:42,28,M Clb 1X,heat,6,"Zach Bidwell, Jack Fuller, Will Kale, James Tiglao, Jack Clark, Connor Johnson, Joshua Payne, Kayden Simmons, Oscar Hearfield"
90 (L),13:46,29,M Int 2X,heat,1,"Jayden Pinkerton, Oliver Dixon-Saunders, Hunter Waites, Oliver Marr, Alfred Desbonnets, Josh Cashin, Finley Taylor-Gill, Harrison McClintock, Zac Visser, Quin Vivian, Danny Robert, Paul Wilson, Luke Guest, Jake Mennie, Henry Robinson, Loki Sparksman"
91 (M),13:50,29,M Int 2X,heat,2,"Torsten Jones, Henry Valsenti, Ben Young, Luke Hollingsworth, Hamish Cochrane, Finn Madsen, Christian Tipi, Patrick Nelis, Jesse Kingsnorth, Josh Ede, Michael Sadler, Connagh McCormack, Joshua Kelly, Flynn Morrissey, Petar Sigurnjak, Cooper Cummins"
92 (N),13:54,29,M Int 2X,heat,3,"James Ramsay, Jasper House, Louis Wylie, Curtis Wylie, Charlie Devane, Kupa Gardner, James Burt, Henry Morgan, Lukah Smithson, Heath Elliot, Jackson Lucas, Cooper Prater, George Petro, Levi Swanepoel"
93 (O),13:58,29,M Int 2X,heat,4,"Charlie Cropper, Oscar Verry, Hamish Brown, Lewis Parker, Rory Carson, Halan Rhynd, Cameron McKay, Edward Poole, Liam Martin, Blair Paterson, Levi Dowty, Boe Leach, Cole Brownlee, William Bowmar, Ethan Grooby, Blake Simcock"
94 (P),14:02,29,M Int 2X,heat,5,"William McKellar, Zavier Linstrom, Henry Couper, Isaac Ng, Shiloh Ngapo-Sage, Tommy van Jaarsveld, Jim Simpson, John An, Ted Kingsford, Quinn McLean-Bluck, Lachlan Barry, Jack Hall, Tom Gilbertson, Ryan Shaw, Ryan Findlay, Andrew Xin"
95 (Q),14:06,29,M Int 2X,heat,6,"Kale Ganley, William Jorgensen, Thomas Dwyer, Logan Joubert, Benjamin Webster, Cohen Taaffe, Connor Mills, Ziggy Miller, Mathieu Williams, Kahukura Haggie, Elvern Wong, Samuel Wilson, Harrison Stewart-Lowe, Joseph McGaugh, Jack Hannah, Liam Kaye"
96 (R),14:10,29,M Int 2X,heat,7,"Wilson Slavic, Noah Gibbs, Isaac Glennie, Miles Beaglehole, Scott Alderson, Peter Fraser, Patrick Hearn-Powers, Iain Scotcher, Oliver Service, Edouard de Cannart, Keegan Jordaan, Hunter Coleman, Jesse Read, Tayne Mael, Logan McBride, Eli Thompson"
97 (S),14:15,30A,M Prm 2X,prelim,1,"Finn Hamill, Ben Mason, Callum Tutbury, Arie Magasiva, Ryan Gass, Alex Fletcher"
97 (S),14:15,30B,W Prm 2X,prelim,1,"Kathryn Glen, Stella Clayton-Greene, Veronica Wall, Olivia Hay, Amelia Barrell, Mollie Nicol"
98 (T),14:20,31,W Nov 8X+,heat,1,"Alexa Nathan, Alice Wilson, Rosa Ranchhod, Zoe Heatley, Madison Hoon, MacKenzie George, Isabella Bishop, Zoe Ching, Lucy Camp, Cloe Timoti-Maaka, Gaby Cabrera, Caitlin Lam, Livvy Fitzgerald, Anna Snow, Olive Moser, Lauren McConnochie, Lacey Graham, Ariella Werahiko, Aiveen Burrough, Amelia McLaughlin, Juliet Bertram, Charlotte Hoy, Toyah Macdonald, Ellemae Bennett, Stella Hapuku, Ava Hammonds, Isla Pepper, Briar Jacobson, Freya Wells, Isabel Mahon, Charlotte Vincent, Juliet Wicks, Neve Dunphy, Isabella Clarke, Alexis Cameron, Sophie Simpson, Amba Wood, Catherine Butt, Holly Calcinai, Addison Lundy, Sian Pardoe, Liv Pardoe, Lola Cogan, Millie Martin, Lauren Reeve"
99 (U),14:25,31,W Nov 8X+,heat,2,"Annika Willumsen, Sammie Hutchins, Zoe Organ, Abigail Glasgow, Harper Houlahan, Elizabeth Galbraith, Katherine Wickham, Jayme McLean, Mauri Crompton, Freya McHale, Calliope Levett-McSkimming, Annelise Barfoot, Khalisha Patel, Olivia Andrews, Madeline Thomas, Ameera Khan, Piper Towns, Tui Davis-Christie, Ava Overton, Georgia Calman, Milly Vivian, Sophia Kerwin, Danya Booth, Rylee Earles, Lilee Lambe, Adela Slanarova, Morgan Wood, Olivia Verrall, Malohi Isileli-Fo'ou, Ellie Waller, Kortney Delamore, Tara Gordon, Avah Williams, Sienna Kilburn, Katie Quinlan, Alexis Taylor, Jessie Springford, Peyton Brown, Florence Gillespie, Monique Brown, Sarah Hansen, Pippa Crowther, Pippa Winchester, Meja Mason, Lucy Porter"
100 (V),14:30,31,W Nov 8X+,heat,3,"Tannah Smart, Kulsum Tayyab, Olivia Everett, Ara Innis, Savannah Bull, Sophie Cardno, Ruby Paine, Ella Raath, Katie McKean, Jessica Cowie, Zara Sudfeldt, Charlee Wilson, Sothea Steed, Raine Duncan, Indigo Coley, Tegan Smith, Madeline Moore, Bobbie Wilson, Grace Li, Olivia Liu, Amber Man, Maia Gentil, Farrah Palmer, Rosa Hawkins, Zoe McKenzie, Elsa Taylor, Ava Fredericks, Rosie Reynolds, Imogen Burgess, Olivia Oram, Emily Morrison, Florence Wilkinson, Issy Taylor, Rosy Moody, Niamh Loveridge, Olivia Allsopp-Smith"
101 (W),14:34,32,W Int 8+,heat,1,"Arabella Monteith, Tiana Young, Indi Henry, Emma Davidson, Leya Stowe, Camryn Collinson, Chloe Palmer, Jordyn Curran, Sophie Paton, Elsie Fenwick, Jemma Burke, Heidi Kampenhout, Meg Cannon, Molly Scott, Amelia Brown, Lily Gundesen, Emilia Hickey, Harry Lorentsson, Poppy Gentil, Jessie Zhang, Megan Chen, Annabel Smith, Hannah Gordon, Jenna Robinson, Ruby Barker, Isabella Ware, Edie Joll, Zoe de Meyer, Isla Bateman, Amilija Perich, Harriet Houldsworth, Zainab Khan, Mia Yen, Chance Flux Ton, Bijou Akel, Ava Srinivasan, Beatrix Blackburn, Danielle Joe, Amalie Olson, Pippa Muir, Emily Swain, Lucy Anderson, Imaan Rajan, Grace McKenna, Makayla Sadler, Honor Bourke, Taylor Boyd, Georgina Wilson, Maddie Dennis-Wolf, Reyd Fannin, Jules Brabants, Carmela Arreseigor, Chelsea Smart, Tyler Dalton, Quinn Robinson, Izzy Costar, Tiffany Robinson, Naomi Lukic, Kayla Peters, Mele-'Ofa Isileli-Fo'Ou, Rebecca Klatt, Zara Cameron, Owain Brett-Chinnery, Stella O'Sullivan, Isla Thompson, Lucca Taylor, Coco Butler, Katelin MacKay, Emma Smith, Amelia Irwin, Ivy Lundon, Bailey Wong, Octavia Snelling, Harvey Williams, Gabriella Maling, Cate Garlick, Charlotte Alexander, Mae Armstrong, Lexie Thompson, Jasmin Wong, Selma Smith"
102 (X),14:38,32,W Int 8+,heat,2,"Amber O'Neill, Mia Riordean, Savannah Muggeridge, Qiyu Zhang, Maya Kaitiaki, Nandhini Sirestarajah, Abigail Xin, Isabella Snell, Zoe Fry, Evie Doell, Piper Reddish, Sophie Andrew, Melody Ding, Lila Russell, Alison Li, Isla McGhie, Rebecca Young, Linaya Karunatillake, Caitlin Furlonger, Isla Anderson, Charlotte Johnstone, Sofia King, Mary Sinclair, Hayley Henwood, Laura Barton, Stella Rayner, Katherine Phillips, Ebony Singleton, Kaitlyn Sonntag, Anabelle Sudfeldt, Eve Singleton, Jade Davies, April McGivern, Ruby McGivern, Callie Gardner, Samy Luckie, Abigail Parker, Zoe Collins, Maddy Knapp, Mia Beavan, Emily Wright, Amelie Flowers, Pippa Percy, Hannah Penty, Albert Swanepoel, Miller Ashley, Amelia MacKenzie, Isabel Berry, Vittoria Broadhurst, Lucia Bartle, Isabella Turner, Mika James, Elizabeth Hawksbee, Florence Struthers, Kate Henry, Josephine Peacocke, Lucy Ball, Milana van Dyk, Ruby Martin, Olivia Burke, Stella Hohneck, Ashleigh Blake, Eva Millar, Shay Ostenberry, Maggie Denize, Hannah Jurke, Olivia Farrelly, Sophia Scheper, Madison Farrelly, Devon Farrelly, Hannah Stephens, Isabella Sharp"
103 (Y),14:42,33A,M Snr 4X-,prelim,1,"Tyler Nelson, Arthur Crimmins, Wilson Gee, Travis Talpos, Jasper Maling, Jayden King, Harry Febery, Jameson McConnochie, Justin Smyth, Matthew Ryder, James Hollard, Luke Berquist, Gerard Wall, Jack Henry, Sebastian Fulton, Ethan Claridge, Sam Williams, Oliver Kohlhase, Clayton Potts, Liam Cox, Xavier Warren, Jake Newton, Eli Kuehne, Nicky Maxim, Nathan Strachan, Daniel Taylor, Blake Cooper, Ash Schutz"
104 (Z),14:46,33B,Mx Opn 4X-,prelim,1,"Tracy Hawkes, Dasha King, Peter Fraser, Nico Febery"
104 (Z),14:46,33C,W Snr 4X-,prelim,1,"Addison Jenkins, Olive Strahan, Ruby Bullock, Robyn van Dijk, Sophie Jones, Constance Stirling, Tessa Thomson, Olivia Martin, Olivia Henry, Jemima Glaholm, Kate Stewart, Sasha Robinson, Amy Patten, Milan Teinakore, Jasmine Brake, Holly Chaafe, Angalla Carney, Molly McClintock, Amelia Barrell, Tegan O'Dwyer"
105 (A),14:50,34,W Clb 2-,heat,1,"Olivia Carruthers, Sophia Mason, Kaia Burney, Kate Hamilton, Zoey Kung, Ella Wellington, Sacha van der Net, Emma Curnow, Katie Chamberlain, Hinemoa Haak, Caitlin Jagger, Ava Moffat, Georgia Kendrick, Eva McGivern"
106 (B),14:54,34,W Clb 2-,heat,2,"Elise Callaghan, Terani Emose, Ruby Jefferson, Alexia Mackay, Ava Stevens, Amanda Horne, Imogen Wallis, Jessica Walkinshaw, Keava Burrough, Jessica Hawkes, Madeline Donovan, Eden Hogg, Nadia Turner, Thea Mace, Jordan Vosper, Faye Yao"
107 (C),14:58,34,W Clb 2-,heat,3,"Charlie Wright, Emily Riley, Elizabeth Sharp, Kameron Price, Genevieve Fail, Alba Erikson, Ava Woodbury-Rinkle, Savannah Freeman, Alexi Buchanan, Ryan Woods, Georgia Thorpe, Lily Dwyer, Kionasina Bradbeer, Megan Day"
108 (D),15:02,34,W Clb 2-,heat,4,"Claire Gerring, Keiley Bennett, Marie-Lou Wolpert, Naiya Wolpert, Lilah Martin, Izzy Karim, Ottalie Morrah, Eva van der Zouwe, Tessa Toner, Rosalee Carruthers, Olivia Bethell, Lucinda Day"
109 (E),15:06,35,M Clb 8+,heat,1,"Thomas Goodfellow, Joseph Dillon, Jasper Hunter, Guy Smith, Ben Worrall, Maxim Lisnichenko, Joshua Thorp, Alexander Worth, Yen-Cheng Lee, Xavier Roshan, Sam Randle, Tom Lieshout, Alex Fahey, Henry Johnston, Lachlan Dwyer, Finlay Christensen, Frank Ison, Ryan Slater, Lachlan Wong, Thomas Hulbert, Tyler Warren, Harry Blundell, Finn Thompson, Conor Irwin, Jack Reid, Jake Peacocke, Charles Lewis, Thomas Clingin, James Brake, Callum Jarvis, Benjamin Davison, Arthur Yeoward, Jackson Metuangaro, Fergus Meredith, Toby Cleghorn, Jacob Avery, Henry Morgan, Xavier Simpkins, Joel Milham, Johann Giermann, Samuel Osborne, Sean Brooks-Adams, George Nilsson, James Knottenbelt, Oliver Horton, Leo Sargent, Oscar Lowe, Oliver Dedding, Freddie Simons, Monty Neubert, Benjamin Rickard, Zach Peebles, Liam Dowling, Harry Gardner"
